FHC DHQ Muzaffargarh ,142,1,1,142,18
FHC THQ Kot Addu ,142,1,1,142,18
FHC THQ Ali Pur ,142,1,1,142,18
FWC City-I M.Garh,142,1,1,142,18
FWC City-II M.Garh,142,1,1,142,18
FWC City-III M.Garh,142,1,1,142,18
FWC Basti Gujja,142,1,1,142,18
FWC Chak Mithan,142,1,1,142,18
FWC Thatha Qurreshi,142,1,1,142,18
FWC Khangarh,142,1,1,142,18
FWC Wassandey Wali,142,1,1,142,18
FWC Aloodey Wali,142,1,1,142,18
FWC Rohillan Wali,142,1,1,142,18
FWC Mondka,142,1,1,142,18
FWC Shah Jamal,142,1,1,142,18
FWC Basira,142,1,1,142,18
FWC K.D.Qurreshi,142,1,1,142,18
FWC Bhutta Pur,142,1,1,142,18
FWC Khan Pur,142,1,1,142,18
FWC Muradabad,142,1,1,142,18
FWC Langar Sarai,142,1,1,142,18
FWC Rang Pur,142,1,1,142,18
FWC Mahra,142,1,1,142,18
FWC Barra Sadaat,142,1,1,142,18
FWC Tibba Karimabad,142,1,1,142,18
FWC Thermal Colony,142,1,1,142,18
FWC Jawana Bangla,142,1,1,142,18
FWC .Social Security Hospital,142,1,1,142,18
FWC Sharif Chajrrah,142,1,1,142,18
FWC Ali Pur,142,1,1,142,18
FWC Permit,142,1,1,142,18
FWC Khair Pur,142,1,1,142,18
FWC Seet Pur  ,142,1,1,142,18
FWC Taheem Wala,142,1,1,142,18
FWC Mehmood Kot,142,1,1,142,18
FWC Sinawan,142,1,1,142,18
FWC D.D.Pannah,142,1,1,142,18
FWC Gurmani,142,1,1,142,18
FWC Ehsan Pur,142,1,1,142,18
FWC Kotaddu-I,142,1,1,142,18
FWC Kotaddu-II,142,1,1,142,18
FWC Patal Kotaddu,142,1,1,142,18
FWC Pir Jaggi Mor,142,1,1,142,18
FWC Riaz Abad,142,1,1,142,18
FWC C.S.Shaheed,142,1,1,142,18
FWC Arri Lal Khan,142,1,1,142,18
FWC Taunsa Mor,142,1,1,142,18
FWC Noor Shah,142,1,1,142,18
FWC Sultan Colony,142,1,1,142,18
FWC Pul-88 Kot Addu,142,1,1,142,18
FWC Daya Chokha,142,1,1,142,18
FWC Sher Sultan,142,1,1,142,18
FWC B.M.Hazar,142,1,1,142,18
FWC Beelay Wala,142,1,1,142,18
FWC Jatoi City-I,142,1,1,142,18
FWC Jhuggi Wala,142,1,1,142,18
FWC Binda Ishaq,142,1,1,142,18
FWC Sitharri,142,1,1,142,18
FWC Sabay Wala,142,1,1,142,18
Family Health Clinic Narowal,143,1,1,143,18
Family Health Clinic Shakargarh,143,1,1,143,18
Family Health Mobile Unit Narowal,143,1,1,143,18
Family Health Mobile Unit Shakargarh,143,1,1,143,18
FWC Narowal. 1,143,1,1,143,18
FWC Narowal.II,143,1,1,143,18
FWC Sughra Shafi Hospital Narowal,143,1,1,143,18
FWC Dhamthal,143,1,1,143,18
FWC Talwindi Bhandran,143,1,1,143,18
FWC Sankhtra,143,1,1,143,18
FWC Jassar,143,`,1,143,18
FWC Singail,143,1,1,143,18
FWC Adda Siraj,143,1,1,143,18
FWC Dariawala,143,1,1,143,18
FWC Zafarwal,143,1,1,143,18
FWC Qila Ahmed Abad,143,1,1,143,18
FWC Baddo malhi,143,1,1,143,18
FWC Domala,143,1,1,143,18
FWC Feroze Pur,143,1,1,143,18
FWC Marara,143,1,1,143,18
FWC Shakar Garh.1,143,1,1,143,18
FWC Shakar Garh. 2,143,1,1,143,18
FWC Maryial,143,1,1,143,18
FWC Darman,143,1,1,143,18
FWC Bhari Khurd,143,1,1,143,18
FWC Eissa Sahary ,143,1,1,143,18
FWC Jabbal,143,1,1,143,18
FWC Lassar,143,1,1,143,18
FWC Manzoor pura plat,143,1,1,143,18
FWC Kanjroor,143,1,1,143,18
FWC Noor Kot,143,1,1,143,18
Family Health Clinic Okara,37,1,1,37,18
Family Health Clinic Renala Khurd,37,1,1,37,18
Family Health Clinic Depalpur,37,1,1,37,18
Family Health Mobile Unit Okara,37,1,1,37,18
Family Health Mobile Unit Renala Khurd,37,1,1,37,18
Family Health Mobile Unit Depalpur,37,1,1,37,18
Family Health Centre Okara-I  ,37,1,1,37,18
Family Health Centre Okara-II,37,1,1,37,18
Family Health Centre Okara-III,37,1,1,37,18
Family Health Centre Military Farm,37,1,1,37,18
Family Health Centre Ghazi Abad,37,1,1,37,18
Family Health Centre CMH Okara Cantt,37,1,1,37,18
Family Health Centre 38/2.RA,37,1,1,37,18
Family Health Centre Bahadar Nagar Farm,37,1,1,37,18
Family Health Centre 14/GD,37,1,1,37,18
Family Health Centre 18/G.D,37,1,1,37,18
Family Health Centre Joiya,37,1,1,37,18
Family Health Centre 24/2.R,37,1,1,37,18
Family Health Centre 54/2.L,37,1,1,37,18
Family Health Centre 43/GD,37,1,1,37,18
Family Health Centre Anjuman Bahbood-E-Khawateen,37,1,1,37,18
Family Health Centre Gogera,37,1,1,37,18
Family Health Centre (R.D.34/4.L,37,1,1,37,18
Family Health Centre 42/2.L,37,1,1,37,18
Family Health Centre Depalpur-II,37,1,1,37,18
Family Health Centre Depalpur-I,37,1,1,37,18
Family Health Centre 40/D,37,1,1,37,18
Family Health Centre Mazhar Abad,37,1,1,37,18
Family Health Centre Hujra Shah Muqeem-I,37,1,1,37,18
Family Health Centre Hujra Shah Muqeem-II,37,1,1,37,18
Family Health Centre Rajowal,37,1,1,37,18
Family Health Centre Battak,37,1,1,37,18
Family Health Centre Sher Gharh,37,1,1,37,18
Family Health Centre Haveli Lakha-I,37,1,1,37,18
Family Health Centre Haveli Lakha-II,37,1,1,37,18
Family Health Centre Mandi Ahmed Abad,37,1,1,37,18
Family Health Centre Nikki Maneki,37,1,1,37,18
Family Health Centre Wasawewala,37,1,1,37,18
Family Health Centre Piply Pahar,37,1,1,37,18
Family Health Centre Basir Pur,37,1,1,37,18
Family Health Centre Mirza Pur,37,1,1,37,18
FH.Centre  Renala Khurd-II,37,1,1,37,18
Family Health Centre Renala Khurd-I,37,1,1,37,18
Family Health Centre 2/1.L,37,1,1,37,18
Family Health Centre Akhtar Abad,37,1,1,37,18
Family Health Centre 12/1.L,37,1,1,37,18
Family Health Centre 4/G.D,37,1,1,37,18
Family Health Centre Bama Bala,37,1,1,37,18
Family Health Centre 18/1.A.L,37,1,1,37,18
FHC DHQ Pakpattan,38,1,1,38,18
FHC THQ Arifwala,38,1,1,38,18
FHC DHQ Pakpattan,38,1,1,38,18
FHC THQ Arifwala,38,1,1,38,18
Pakpattan-I,38,1,1,38,18
Hasan Pura,38,1,1,38,18
Pull Rakh,38,1,1,38,18
RHC Malka Hans,38,1,1,38,18
37/SP,38,1,1,38,18
15/SP,38,1,1,38,18
Shabbir Chowk,38,1,1,38,18
29/SP,38,1,1,38,18
32/SP,38,1,1,38,18
Noor Pur,38,1,1,38,18
Feroz Pur Chishtian,38,1,1,38,18
Malka Hans,38,1,1,38,18
Green Town,38,1,1,38,18
Khayaban Colony,38,1,1,38,18
RHC Bonga Hayyat,38,1,1,38,18
Pakpattan-II,38,1,1,38,18
RHC Qaboola,38,1,1,38,18
Purana Thana,38,1,1,38,18
Rang Shah,38,1,1,38,18
155/EB,38,1,1,38,18
38/EB,38,1,1,38,18
Arifwala-II,38,1,1,38,18
131/EB,38,1,1,38,18
59/EB,38,1,1,38,18
Chak Shafi,38,1,1,38,18
54/EB,38,1,1,38,18
Tarikhni Adda Arifwala,38,1,1,38,18
Arifwala-I,38,1,1,38,18
RHC 163/EB,38,1,1,38,18
Family Health Clinic R.Y.Khan ,39,1,1,39,18
Family Health Clinic Sadiqabad ,39,1,1,39,18
Family Health Clinic  Khanpur ,39,1,1,39,18
Family Health Clinic Liaquatpur ,39,1,1,39,18
FWC Gulshan-e-Iqbal,39,1,1,39,18
FWC Gulshan-e-Usman,39,1,1,39,18
FWC Mohalla Kanjoo,39,1,1,39,18
FWC Islam Nagar,39,1,1,39,18
FWC Sakhi Sarwar Colony,39,1,1,39,18
FWC Noor-E-Wali,39,1,1,39,18
FWC Chak 85/P.,39,1,1,39,18
FWC Dera Pinnia,39,1,1,39,18
RHC Rajanpur Kalan,39,1,1,39,18
RD Chak No. 72/NP,39,1,1,39,18
FWC Sheikh Wahan,39,1,1,39,18
FWC Iqbalabad,39,1,1,39,18
FWC Sardar Garh,39,1,1,39,18
RHC Taranda Saway Khan,39,1,1,39,18
RHC Kot Samaba,39,1,1,39,18
FWC Sanni Pull,39,1,1,39,18
FWC Rukkan Pur,39,1,1,39,18
FWC Latif Abad,39,1,1,39,18
RHC Mian Wali Qureshian,39,1,1,39,18
FWC Fateh Pur Punjabian,39,1,1,39,18
FWC Bhatta Colony,39,1,1,39,18
RHC Bangla Manthar,39,1,1,39,18
Latifabad,39,1,1,39,18
Mujahid Colony,39,1,1,39,18
Basti Mian Sahib,39,1,1,39,18
RHC Jamal Din Wali,39,1,1,39,18
RHC Ahmad Pur Lamma,39,1,1,39,18
RHC Sanjar Pur,39,1,1,39,18
Kotha Thali,39,1,1,39,18
Chak No.25/NP,39,1,1,39,18
RD Rahanjay Khan,39,1,1,39,18
RHC 173/P,39,1,1,39,18
Machi Goth,39,1,1,39,18
Bhutta Wahan,39,1,1,39,18
Mohalla Faisal Abad,39,1,1,39,18
Model Town -B,39,1,1,39,18
Sattelite Town,39,1,1,39,18
RHC Nawan Kot,39,1,1,39,18
Fateh Pur Kamal,39,1,1,39,18
RHC Sahja,39,1,1,39,18
RHC Zahir Pir,39,1,1,39,18
BHU Chachiran Sharif,39,1,1,39,18
Mud Bhura,39,1,1,39,18
RHC Bagh-O-Bahar,39,1,1,39,18
RD Ckak NO. 4/P,39,1,1,39,18
RD Din Pur Shareef,39,1,1,39,18
Ghari Ikhtiar Khan,39,1,1,39,18
Kachi Mandi,39,1,1,39,18
Pacci Mandi,39,1,1,39,18
RHC Allah Abad,39,1,1,39,18
RHC Feroza,39,1,1,39,18
Janpur,39,1,1,39,18
RHC Pacca Laran,39,1,1,39,18
RHC Tranda Muhammad Pannah,39,1,1,39,18
RHC Khanbella,39,1,1,39,18
RD Kotla Daulat,39,1,1,39,18
Chak 64/A,39,1,1,39,18
Jindoo Pir Kamal,39,1,1,39,18
Shedani Sharif,39,1,1,39,18
FHC Rajan pur,40,1,1,40,18
FHC Jampur,40,1,1,40,18
FHC Rojhan,40,1,1,40,18
FHMU Rajan pur,40,1,1,40,18
FHMU Jampur,40,1,1,40,18
FHMU Rojhan,40,1,1,40,18
FWC City 1 Rajanpur,40,1,1,40,18
FWC Therri Colony Rajanpur,40,1,1,40,18
FWC Fathe Pur,40,1,1,40,18
FWC NoorPur Machi Wala,40,1,1,40,18
FWC Kotla Essan,40,1,1,40,18
FWC Kotla Naseer,40,1,1,40,18
FWC RHC Kotmithan,40,1,1,40,18
FWC Kotmithan City 2,40,1,1,40,18
FWC  Rakh Kotmithan,40,1,1,40,18
FWC Basti Miani,40,1,1,40,18
FWC Wang,40,1,1,40,18
FWC Murghai,40,1,1,40,18
FWC Shikarpur,40,1,1,40,18
FWC Fazilpur City 1,40,1,1,40,18
FWC Fazilpur City 2,40,1,1,40,18
FWC Sahan Wala,40,1,1,40,18
FWC Kotla Sher Mohammad,40,1,1,40,18
FWC Jampur,40,1,1,40,18
FWC Hameed Wala,40,1,1,40,18
FWC Saleem Abad,40,1,1,40,18
FWC Irfan abad Colony,40,1,1,40,18
FWC Tatar Wala,40,1,1,40,18
FWC Liaqat Pirhar,40,1,1,40,18
FWC Basti Bazgeer,40,1,1,40,18
FWC Kotla Mughlan,40,1,1,40,18
FWC Kotla Dewan,40,1,1,40,18
FWC Mohammad Pur Dewan,40,1,1,40,18
FWC Bukhara,40,1,1,40,18
FWC Hajipur,40,1,1,40,18
FWC Rasool Pur,40,1,1,40,18
FWC Dajal,40,1,1,40,18
FWC Kot Tahir,40,1,1,40,18
FWC Rojhan City 1,40,1,1,40,18
FWC Rojhan City 2,40,1,1,40,18
FWC Basti Sanjrani,40,1,1,40,18
FWC Uzman,40,1,1,40,18
FWC Meeran Pur,40,1,1,40,18
FWC Umer Kot,40,1,1,40,18
FWC Bangla Iccha,40,1,1,40,18
FWC Son Miani,40,1,1,40,18
FHC Military Hospital,13,1,1,13,18
FHC Benazir Bhutto Shaheed Hospital ,13,1,1,13,18
FHC Holy Family Hospital,13,1,1,13,18
FHC POF Hospital Wah Cantt,13,1,1,13,18
FHC Murree,13,1,1,13,18
FHC Gujar Khan,13,1,1,13,18
FHC Kahuta ,13,1,1,13,18
FHMU Rawalpindi,13,1,1,13,18
FHMU Kottli Sattian,13,1,1,13,18
FHMU Taxila,13,1,1,13,18
FHMU Murree,13,1,1,13,18
FHMU Gujar Khan,13,1,1,13,18
FHMU Kahuta ,13,1,1,13,18
F. W. Centre Jinnah Town,13,1,1,13,18
F. W. Centre Dk.Farman Ali,13,1,1,13,18
F.W.Centre Adyala Road,13,1,1,13,18
F.W.Centre Mulpur,13,1,1,13,18
F.W.Centre Airport  Housing Society,13,1,1,13,18
F.W.Centre Dk. Ratta,13,1,1,13,18
F.W.Centre PHC Khyban-e-Sir Syed,13,1,1,13,18
F.W.Centre  Dk. Hafiz,13,1,1,13,18
F.W.Centre  Dheri Hassanabad,13,1,1,13,18
F.W.Centre Lodhra,13,1,1,13,18
F.W.Centre  Bakra Mandi,13,1,1,13,18
F.W.Centre Fauji Foundation Hospital  ,13,1,1,13,18
F.W.Centre Bunni,13,1,1,13,18
F.W.Center Cantt General Hospital,13,1,1,13,18
F.W.Centre Chak Bali Khan,13,1,1,13,18
F.W.Centre Mohra,13,1,1,13,18
F.W.Centre  Chakri Road,13,1,1,13,18
F.W.Centre Shakrial,13,1,1,13,18
F.W.Centre Sadiq Abad,13,1,1,13,18
F.W.Centre Zia ul Haq Colony,13,1,1,13,18
F.W.Centre RHC  Chountra,13,1,1,13,18
F.W.Centre Basali,13,1,1,13,18
FWC Allahabad,13,1,1,13,18
FWC Bagga Sheikhan,13,1,1,13,18
FWC DHQ Hospital ,13,1,1,13,18
F. W. Centre P.A.F Base,13,1,1,13,18
F. W. Centre Social Security Hospital,13,1,1,13,18
F.W.Centre Behbood Association ,13,1,1,13,18
FWC  Transit Camp,13,1,1,13,18
FWC WAPDA Hospital,13,1,1,13,18
FWC  CMH Rawalpindi,13,1,1,13,18
FWC Wahadat Colony ,13,1,1,13,18
F.W.Centre  Murree ,13,1,1,13,18
F.W.Centre  Ghora Gali,13,1,1,13,18
F.W.Centre Bara Hoter,13,1,1,13,18
F.W.Centre  Gulehra Gali,13,1,1,13,18
F.W.Centre  Aliyot,13,1,1,13,18
FWC Murree (city),13,1,1,13,18
FWC  CMH Murree,13,1,1,13,18
F.W.Centre HIT  Taxila,13,1,1,13,18
F.W.Centre  Ahatta,13,1,1,13,18
F.W.Centre  DD-V,13,1,1,13,18
F.W.Centre DD-III,13,1,1,13,18
F.W.Centre DD-IV,13,1,1,13,18
FWC Aziat Ali Shah Hospital,13,1,1,13,18
FW Centre POF Wah Cantt (Nawaabad Dispensary),13,1,1,13,18
F.W.Centre Kahuta,13,1,1,13,18
F.W.Centre  Nawaz colony,13,1,1,13,18
F.W.Centre  Kalar Saydan,13,1,1,13,18
F.W.Centre  Choha Khalsa,13,1,1,13,18
F.W.Centre  Bhora Hayal,13,1,1,13,18
FWC  Ari Sayedian,13,1,1,13,18
FWC  Kahuta-III,13,1,1,13,18
F.W.Centre  Gulyana,13,1,1,13,18
F.W.Centre RHC Qazian,13,1,1,13,18
F.W.Centre RHC  Mandra,13,1,1,13,18
F.W.Centre  Badhana,13,1,1,13,18
F.W.Centre  Sukhoo,13,1,1,13,18
F.W.Centre RHC  Daultala,13,1,1,13,18
FW Centre  Behr Ratiyal,13,1,1,13,18
THQ Gujar Khan,13,1,1,13,18
F.W.Centre RHC Kotli Sattian,13,1,1,13,18
F.W.Centre Karor,13,1,1,13,18
F.W.Centre RHC Lehtrar,13,1,1,13,18
FW Centre Kottli  Sattian,13,1,1,13,18
FW Centre Mohri Syedan,13,1,1,13,18
FHC Sahiwal,41,1,1,41,18
FHC Chichawatni,41,1,1,41,18
FHMU Sahiwal,41,1,1,41,18
FHMU Chichawatni,41,1,1,41,18
FWC S J Maternity Hoaspital,41,1,1,41,18
FWC Qayume Hospital,41,1,1,41,18
FWC Garden Town ,41,1,1,41,18
FWC Jahaz Ground,41,1,1,41,18
FWC Sahiwal II,41,1,1,41,18
FWC 93/6/R,41,1,1,41,18
FWC 87-A/6/R,41,1,1,41,18
FWC 77/5/R,41,1,1,41,18
FWC 60/5/L,41,1,1,41,18
FWC 97/6/R,41,1,1,41,18
FWC 135/9/L,41,1,1,41,18
FWC 82/6/R,41,1,1,41,18
FWC Gamber,41,1,1,41,18
FWC 65/A-G-D,41,1,1,41,18
FWC Noor Shah,41,1,1,41,18
FWC New Muslim Town,41,1,1,41,18
FWC 120/9/L,41,1,1,41,18
FWC 97/9/L,41,1,1,41,18
FWC Harappa Station,41,1,1,41,18
FWC Harappa City,41,1,1,41,18
FWC 149/9/L,41,1,1,41,18
 FWC Farid Town,41,1,1,41,18
FWC 88/A-6R,41,1,1,41,18
FWC Tariq Bin Ziad Colony,41,1,1,41,18
FWC Chak No.76/5/L,41,1,1,41,18
FWC 65/4-R,41,1,1,41,18
FWC MEPCO  Complex  SWL,41,1,1,41,18
FWC T. P.W. O Complex  CCE,41,1,1,41,18
FWC Chichawatni I,41,1,1,41,18
FWC Chichawatni II,41,1,1,41,18
FWC 39/12/L,41,1,1,41,18
FWC 9/11/L,41,1,1,41,18
FWC 31/11/L,41,1,1,41,18
FWC 49/12/L,41,1,1,41,18
FWC 21/11/L Ghaziabad,41,1,1,41,18
FWC Ghariabad Basti,41,1,1,41,18
FWC Gao Shala,41,1,1,41,18
FWC Kassowal,41,1,1,41,18
FWC Iqbal Nagar,41,1,1,41,18
FWC 90-More (90/12/L),41,1,1,41,18
FWC 86-A/12-L,41,1,1,41,18
FWC 6/14-L,41,1,1,41,18
FHC Sargodha,42,1,1,42,18
FHC Bhalwal,42,1,1,42,18
FHC Shahpur,42,1,1,42,18
FHMU SARGODHA,42,1,1,42,18
FHMU BHALWAL,42,1,1,42,18
FHMU SHAHPUR,42,1,1,42,18
FHMU SHAHIWAL,42,1,1,42,18
FHMU SILLANWALI,42,1,1,42,18
FWC Block 16,42,1,1,42,18
FWC Gulshan Iqbal Colony,42,1,1,42,18
FWC Gulshan-e-Jamal,42,1,1,42,18
FWC Joher Colony,42,1,1,42,18
FWC MC General hospital,42,1,1,42,18
FWC Ghani Park,42,1,1,42,18
FWC Istaqlalabad,42,1,1,42,18
FWC Haiderabad town,42,1,1,42,18
FWC Chak 89 N.B,42,1,1,42,18
FWC Chak 27 N.B,42,1,1,42,18
FWC Chak 80 S.B,42,1,1,42,18
FWC Chak 46 S.B,42,1,1,42,18
FWC RHD Chak 36 S.B,42,1,1,42,18
FWC Mari,42,1,1,42,18
FWC Chak 43/NB,42,1,1,42,18
FWC Chak 25 S.B,42,1,1,42,18
FWC Chak 36 N.B,42,1,1,42,18
FWC Chak 109 S.B,42,1,1,42,18
FWC Bajwa Colony,42,1,1,42,18
FWC Chak 38,42,1,1,42,18
FWC Chak 49 Tail`,42,1,1,42,18
FWC Soni Pura,42,1,1,42,18
FWC M.I Room,42,1,1,42,18
FWC CMH,42,1,1,42,18
FWC Sillanwali,42,1,1,42,18
FWC Shahinabad,42,1,1,42,18
FWC Chak 129 S.B,42,1,1,42,18
FWC Shah Nikdar,42,1,1,42,18
FWC Sobhaga,42,1,1,42,18
FWC Shahpur Sadar,42,1,1,42,18
FWC Shahpur City,42,1,1,42,18
FWC Jhawarian,42,1,1,42,18
FWC Chakrala,42,1,1,42,18
FWC Shah Yousaf,42,1,1,42,18
FWC Kalra,42,1,1,42,18
FWC Jahanabad,42,1,1,42,18
FWC Kandan,42,1,1,42,18
FWC Sahiwal,42,1,1,42,18
FWC Farooka,42,1,1,42,18
FWC Nehang,42,1,1,42,18
FWC Chawaywala,42,1,1,42,18
FWC Vijh,42,1,1,42,18
FWC Mubaray Khan,42,1,1,42,18
FWC Bhalwal City,42,1,1,42,18
FWC Old Bhalwal,42,1,1,42,18
FWC Bhera,42,1,1,42,18
FWC Miani,42,1,1,42,18
FWC Phularwan,42,1,1,42,18
FWC Kotmomin,42,1,1,42,18
FWC Midh Ranjha,42,1,1,42,18
FWC Lillyani,42,1,1,42,18
FWC Bhabra,42,1,1,42,18
FWC Dodha,42,1,1,42,18
FWC Matila,42,1,1,42,18
FWC Chak 18 S.B,42,1,1,42,18
Family Health Clinic  Sheikhupura,43,1,1,43,18
Family Health Clinic Safdarabad,43,1,1,43,18
Family Health Clinic Sangla Hill,43,1,1,43,18
Family Health Clinic Shahkot,43,1,1,43,18
Family Health Clinic Nankana Sahib,43,1,1,43,18
Family Health Clinic Muridke,43,1,1,43,18
Mobile Unit Sheikhupura,43,1,1,43,18
Mobile Unit Safdarabad,43,1,1,43,18
Mobile Unit Nankana Sahib,43,1,1,43,18
Mobile Unit Ferozewala,43,1,1,43,18
FWC City No.I SKP ,43,1,1,43,18
FWC City No.II  SKP,43,1,1,43,18
FWC City No.III SKP,43,1,1,43,18
FWC City No.IV SKP.,43,1,1,43,18
FWC City No.V SKP.,43,1,1,43,18
FWC Farooqabad-I   ,43,1,1,43,18
Farooqabad-II   Farooqabad,43,1,1,43,18
FWC Warn ,43,1,1,43,18
FWC Jhabbran ,43,1,1,43,18
FWC Ajnianwala ,43,1,1,43,18
FWC Kharianwala,43,1,1,43,18
FWC Ferozwattwan ,43,1,1,43,18
FWC Botter ,43,1,1,43,18
FWC Baharianwala  ,43,1,1,43,18
FWC Thabal ,43,1,1,43,18
FWC Machike  ,43,1,1,43,18
FWC Bhandoor,43,1,1,43,18
FWC Molo Wal,43,1,1,43,18
FWC Malian Kalan  ,43,1,1,43,18
FWC Nabipura ,43,1,1,43,18
FWC Dera Malla Singh  ,43,1,1,43,18
FWC Mananwala ,43,1,1,43,18
FWC Kot Shahab Din  ,43,1,1,43,18
FWC Muridke  ,43,1,1,43,18
FWC Narang Mandi ,43,1,1,43,18
FWC Sharqpur Sharif ,43,1,1,43,18
FWC Burj Attari ,43,1,1,43,18
FWC Kot Abdul Malik  ,43,1,1,43,18
FWC Khanpur  ,43,1,1,43,18
FWC Tapiala Dost Muhammad,43,1,1,43,18
FWC Kot Pindi Das  ,43,1,1,43,18
FWC Mehta Suja  ,43,1,1,43,18
